Entity,Code,Date,Daily new confirmed deaths due to COVID-19
Fiji,FJI,2020-12-04,0.0
Fiji,FJI,2020-12-05,0.0
Fiji,FJI,2020-12-06,0.0
Fiji,FJI,2020-12-07,0.0
Fiji,FJI,2020-12-08,0.0
Fiji,FJI,2020-12-09,0.0
Fiji,FJI,2020-12-10,0.0
Fiji,FJI,2020-12-11,0.0
Fiji,FJI,2020-12-12,0.0
Fiji,FJI,2020-12-13,0.0
Fiji,FJI,2020-12-14,0.0
Fiji,FJI,2020-12-15,0.0
Fiji,FJI,2020-12-16,0.0
Fiji,FJI,2020-12-17,0.0
Fiji,FJI,2020-12-18,0.0
Fiji,FJI,2020-12-19,0.0
Fiji,FJI,2020-12-20,0.0
Fiji,FJI,2020-12-21,0.0
Fiji,FJI,2020-12-22,0.0
Fiji,FJI,2020-12-23,0.0
Fiji,FJI,2020-12-24,0.0
Fiji,FJI,2020-12-25,0.0
Fiji,FJI,2020-12-26,0.0
Fiji,FJI,2020-12-27,0.0
Fiji,FJI,2020-12-28,0.0
Fiji,FJI,2020-12-29,0.0
Fiji,FJI,2020-12-30,0.0
Fiji,FJI,2020-12-31,0.0
Fiji,FJI,2021-01-01,0.0
Fiji,FJI,2021-01-02,0.0
Fiji,FJI,2021-01-03,0.0
Fiji,FJI,2021-01-04,0.0
Fiji,FJI,2021-01-05,0.0
Fiji,FJI,2021-01-06,0.0
Fiji,FJI,2021-01-07,0.0
Fiji,FJI,2021-01-08,0.0
Fiji,FJI,2021-01-09,0.0
Fiji,FJI,2021-01-10,0.0
Fiji,FJI,2021-01-11,0.0
Fiji,FJI,2021-01-12,0.0
Fiji,FJI,2021-01-13,0.0
Fiji,FJI,2021-01-14,0.0
Fiji,FJI,2021-01-15,0.0
Fiji,FJI,2021-01-16,0.0
Fiji,FJI,2021-01-17,0.0
Fiji,FJI,2021-01-18,0.0
Fiji,FJI,2021-01-19,0.0
Fiji,FJI,2021-01-20,0.0
Fiji,FJI,2021-01-21,0.0
Fiji,FJI,2021-01-22,0.0
Fiji,FJI,2021-01-23,0.0
Fiji,FJI,2021-01-24,0.0
Fiji,FJI,2021-01-25,0.0
Fiji,FJI,2021-01-26,0.0
Fiji,FJI,2021-01-27,0.0
Fiji,FJI,2021-01-28,0.0
Fiji,FJI,2021-01-29,0.0
Fiji,FJI,2021-01-30,0.0
Fiji,FJI,2021-01-31,0.0
Fiji,FJI,2021-02-01,0.0
Fiji,FJI,2021-02-02,0.0
Fiji,FJI,2021-02-03,0.0
Fiji,FJI,2021-02-04,0.0
Fiji,FJI,2021-02-05,0.0
Fiji,FJI,2021-02-06,0.0
Fiji,FJI,2021-02-07,0.0
Fiji,FJI,2021-02-08,0.0
Fiji,FJI,2021-02-09,0.0
Fiji,FJI,2021-02-10,0.0
Fiji,FJI,2021-02-11,0.0
Fiji,FJI,2021-02-12,0.0
Fiji,FJI,2021-02-13,0.0
Fiji,FJI,2021-02-14,0.0
Fiji,FJI,2021-02-15,0.0
Fiji,FJI,2021-02-16,0.0
Fiji,FJI,2021-02-17,0.0
Fiji,FJI,2021-02-18,0.0
Fiji,FJI,2021-02-19,0.0
Fiji,FJI,2021-02-20,0.0
Fiji,FJI,2021-02-21,0.0
Fiji,FJI,2021-02-22,0.0
Fiji,FJI,2021-02-23,0.0
Fiji,FJI,2021-02-24,0.0
Fiji,FJI,2021-02-25,0.0
Fiji,FJI,2021-02-26,0.0
Fiji,FJI,2021-02-27,0.0
Fiji,FJI,2021-02-28,0.0
Fiji,FJI,2021-03-01,0.0
Fiji,FJI,2021-03-02,0.0
Fiji,FJI,2021-03-03,0.0
Fiji,FJI,2021-03-04,0.0
Fiji,FJI,2021-03-05,0.0
Fiji,FJI,2021-03-06,0.0
Fiji,FJI,2021-03-07,0.0
Fiji,FJI,2021-03-08,0.0
Fiji,FJI,2021-03-09,0.0
Fiji,FJI,2021-03-10,0.0
Fiji,FJI,2021-03-11,0.0
Fiji,FJI,2021-03-12,0.0
Fiji,FJI,2021-03-13,0.0
Fiji,FJI,2021-03-14,0.0
Finland,FIN,2020-01-29,0.0
Finland,FIN,2020-01-30,0.0
Finland,FIN,2020-01-31,0.0
Finland,FIN,2020-02-01,0.0
Finland,FIN,2020-02-02,0.0
Finland,FIN,2020-02-03,0.0
Finland,FIN,2020-02-04,0.0
Finland,FIN,2020-02-05,0.0
Finland,FIN,2020-02-06,0.0
Finland,FIN,2020-02-07,0.0
Finland,FIN,2020-02-08,0.0
Finland,FIN,2020-02-09,0.0
Finland,FIN,2020-02-10,0.0
Finland,FIN,2020-02-11,0.0
Finland,FIN,2020-02-12,0.0
Finland,FIN,2020-02-13,0.0
Finland,FIN,2020-02-14,0.0
Finland,FIN,2020-02-15,0.0
Finland,FIN,2020-02-16,0.0
Finland,FIN,2020-02-17,0.0
Finland,FIN,2020-02-18,0.0
Finland,FIN,2020-02-19,0.0
Finland,FIN,2020-02-20,0.0
Finland,FIN,2020-02-21,0.0
Finland,FIN,2020-02-22,0.0
Finland,FIN,2020-02-23,0.0
Finland,FIN,2020-02-24,0.0
Finland,FIN,2020-02-25,0.0
Finland,FIN,2020-02-26,0.0
Finland,FIN,2020-02-27,0.0
Finland,FIN,2020-02-28,0.0
Finland,FIN,2020-02-29,0.0
Finland,FIN,2020-03-01,0.0
Finland,FIN,2020-03-02,0.0
Finland,FIN,2020-03-03,0.0
Finland,FIN,2020-03-04,0.0
Finland,FIN,2020-03-05,0.0
Finland,FIN,2020-03-06,0.0
Finland,FIN,2020-03-07,0.0
Finland,FIN,2020-03-08,0.0
Finland,FIN,2020-03-09,0.0
Finland,FIN,2020-03-10,0.0
Finland,FIN,2020-03-11,0.0
Finland,FIN,2020-03-12,0.0
Finland,FIN,2020-03-13,0.0
Finland,FIN,2020-03-14,0.0
Finland,FIN,2020-03-15,0.0
Finland,FIN,2020-03-16,0.0
Finland,FIN,2020-03-17,0.0
Finland,FIN,2020-03-18,0.0
Finland,FIN,2020-03-19,0.0
Finland,FIN,2020-03-20,0.0
Finland,FIN,2020-03-21,1.0
Finland,FIN,2020-03-22,0.0
Finland,FIN,2020-03-23,0.0
Finland,FIN,2020-03-24,0.0
Finland,FIN,2020-03-25,2.0
Finland,FIN,2020-03-26,2.0
Finland,FIN,2020-03-27,2.0
Finland,FIN,2020-03-28,2.0
Finland,FIN,2020-03-29,2.0
Finland,FIN,2020-03-30,2.0
Finland,FIN,2020-03-31,4.0
Finland,FIN,2020-04-01,0.0
Finland,FIN,2020-04-02,2.0
Finland,FIN,2020-04-03,1.0
Finland,FIN,2020-04-04,5.0
Finland,FIN,2020-04-05,3.0
Finland,FIN,2020-04-06,-1.0
Finland,FIN,2020-04-07,7.0
Finland,FIN,2020-04-08,6.0
Finland,FIN,2020-04-09,2.0
Finland,FIN,2020-04-10,6.0
Finland,FIN,2020-04-11,1.0
Finland,FIN,2020-04-12,7.0
Finland,FIN,2020-04-13,3.0
Finland,FIN,2020-04-14,5.0
Finland,FIN,2020-04-15,8.0
Finland,FIN,2020-04-16,3.0
Finland,FIN,2020-04-17,7.0
Finland,FIN,2020-04-18,8.0
Finland,FIN,2020-04-19,4.0
Finland,FIN,2020-04-20,4.0
Finland,FIN,2020-04-21,43.0
Finland,FIN,2020-04-22,8.0
Finland,FIN,2020-04-23,23.0
Finland,FIN,2020-04-24,5.0
Finland,FIN,2020-04-25,9.0
Finland,FIN,2020-04-26,4.0
Finland,FIN,2020-04-27,3.0
Finland,FIN,2020-04-28,6.0
Finland,FIN,2020-04-29,7.0
Finland,FIN,2020-04-30,5.0
Finland,FIN,2020-05-01,7.0
Finland,FIN,2020-05-02,2.0
Finland,FIN,2020-05-03,10.0
Finland,FIN,2020-05-04,10.0
Finland,FIN,2020-05-05,6.0
Finland,FIN,2020-05-06,6.0
Finland,FIN,2020-05-07,3.0
Finland,FIN,2020-05-08,5.0
Finland,FIN,2020-05-09,5.0
Finland,FIN,2020-05-10,2.0
Finland,FIN,2020-05-11,4.0
Finland,FIN,2020-05-12,4.0
Finland,FIN,2020-05-13,9.0
Finland,FIN,2020-05-14,3.0
Finland,FIN,2020-05-15,6.0
Finland,FIN,2020-05-16,4.0
Finland,FIN,2020-05-17,1.0
Finland,FIN,2020-05-18,2.0
Finland,FIN,2020-05-19,1.0
Finland,FIN,2020-05-20,3.0
Finland,FIN,2020-05-21,2.0
Finland,FIN,2020-05-22,0.0
Finland,FIN,2020-05-23,0.0
Finland,FIN,2020-05-24,1.0
Finland,FIN,2020-05-25,1.0
Finland,FIN,2020-05-26,4.0
Finland,FIN,2020-05-27,1.0
Finland,FIN,2020-05-28,0.0
Finland,FIN,2020-05-29,1.0
Finland,FIN,2020-05-30,2.0
Finland,FIN,2020-05-31,4.0
Finland,FIN,2020-06-01,-2.0
Finland,FIN,2020-06-02,2.0
Finland,FIN,2020-06-03,1.0
Finland,FIN,2020-06-04,1.0
Finland,FIN,2020-06-05,0.0
Finland,FIN,2020-06-06,0.0
Finland,FIN,2020-06-07,1.0
Finland,FIN,2020-06-08,0.0
Finland,FIN,2020-06-09,1.0
Finland,FIN,2020-06-10,0.0
Finland,FIN,2020-06-11,1.0
Finland,FIN,2020-06-12,0.0
Finland,FIN,2020-06-13,0.0
Finland,FIN,2020-06-14,1.0
Finland,FIN,2020-06-15,0.0
Finland,FIN,2020-06-16,0.0
Finland,FIN,2020-06-17,0.0
Finland,FIN,2020-06-18,0.0
Finland,FIN,2020-06-19,0.0
Finland,FIN,2020-06-20,0.0
Finland,FIN,2020-06-21,0.0
Finland,FIN,2020-06-22,1.0
Finland,FIN,2020-06-23,0.0
Finland,FIN,2020-06-24,0.0
Finland,FIN,2020-06-25,0.0
Finland,FIN,2020-06-26,1.0
Finland,FIN,2020-06-27,0.0
Finland,FIN,2020-06-28,0.0
Finland,FIN,2020-06-29,0.0
Finland,FIN,2020-06-30,0.0
Finland,FIN,2020-07-01,0.0
Finland,FIN,2020-07-02,0.0
Finland,FIN,2020-07-03,1.0
Finland,FIN,2020-07-04,0.0
Finland,FIN,2020-07-05,0.0
Finland,FIN,2020-07-06,0.0
Finland,FIN,2020-07-07,0.0
Finland,FIN,2020-07-08,0.0
Finland,FIN,2020-07-09,0.0
Finland,FIN,2020-07-10,0.0
Finland,FIN,2020-07-11,0.0
Finland,FIN,2020-07-12,0.0
Finland,FIN,2020-07-13,0.0
Finland,FIN,2020-07-14,0.0
Finland,FIN,2020-07-15,-1.0
Finland,FIN,2020-07-16,0.0
Finland,FIN,2020-07-17,0.0
Finland,FIN,2020-07-18,0.0
Finland,FIN,2020-07-19,0.0
Finland,FIN,2020-07-20,0.0
Finland,FIN,2020-07-21,0.0
Finland,FIN,2020-07-22,0.0
Finland,FIN,2020-07-23,0.0
Finland,FIN,2020-07-24,1.0
Finland,FIN,2020-07-25,0.0
Finland,FIN,2020-07-26,0.0
Finland,FIN,2020-07-27,0.0
Finland,FIN,2020-07-28,0.0
Finland,FIN,2020-07-29,0.0
Finland,FIN,2020-07-30,0.0
Finland,FIN,2020-07-31,0.0
Finland,FIN,2020-08-01,0.0
Finland,FIN,2020-08-02,0.0
Finland,FIN,2020-08-03,0.0
Finland,FIN,2020-08-04,2.0
Finland,FIN,2020-08-05,0.0
Finland,FIN,2020-08-06,0.0
Finland,FIN,2020-08-07,0.0
Finland,FIN,2020-08-08,0.0
Finland,FIN,2020-08-09,0.0
Finland,FIN,2020-08-10,2.0
Finland,FIN,2020-08-11,0.0
Finland,FIN,2020-08-12,0.0
Finland,FIN,2020-08-13,0.0
Finland,FIN,2020-08-14,0.0
Finland,FIN,2020-08-15,0.0
Finland,FIN,2020-08-16,0.0
Finland,FIN,2020-08-17,1.0
Finland,FIN,2020-08-18,0.0
Finland,FIN,2020-08-19,0.0
Finland,FIN,2020-08-20,0.0
Finland,FIN,2020-08-21,0.0
Finland,FIN,2020-08-22,0.0
Finland,FIN,2020-08-23,0.0
Finland,FIN,2020-08-24,1.0
Finland,FIN,2020-08-25,0.0
Finland,FIN,2020-08-26,0.0
Finland,FIN,2020-08-27,0.0
Finland,FIN,2020-08-28,0.0
Finland,FIN,2020-08-29,0.0
Finland,FIN,2020-08-30,0.0
Finland,FIN,2020-08-31,1.0
Finland,FIN,2020-09-01,0.0
Finland,FIN,2020-09-02,0.0
Finland,FIN,2020-09-03,0.0
Finland,FIN,2020-09-04,0.0
Finland,FIN,2020-09-05,0.0
Finland,FIN,2020-09-06,0.0
Finland,FIN,2020-09-07,0.0
Finland,FIN,2020-09-08,0.0
Finland,FIN,2020-09-09,1.0
Finland,FIN,2020-09-10,0.0
Finland,FIN,2020-09-11,0.0
Finland,FIN,2020-09-12,0.0
Finland,FIN,2020-09-13,0.0
Finland,FIN,2020-09-14,0.0
Finland,FIN,2020-09-15,2.0
Finland,FIN,2020-09-16,0.0
Finland,FIN,2020-09-17,0.0
Finland,FIN,2020-09-18,0.0
Finland,FIN,2020-09-19,0.0
Finland,FIN,2020-09-20,0.0
Finland,FIN,2020-09-21,2.0
Finland,FIN,2020-09-22,0.0
Finland,FIN,2020-09-23,2.0
Finland,FIN,2020-09-24,0.0
Finland,FIN,2020-09-25,0.0
Finland,FIN,2020-09-26,0.0
Finland,FIN,2020-09-27,0.0
Finland,FIN,2020-09-28,2.0
Finland,FIN,2020-09-29,0.0
Finland,FIN,2020-09-30,-1.0
Finland,FIN,2020-10-01,0.0
Finland,FIN,2020-10-02,1.0
Finland,FIN,2020-10-03,0.0
Finland,FIN,2020-10-04,0.0
Finland,FIN,2020-10-05,1.0
Finland,FIN,2020-10-06,0.0
Finland,FIN,2020-10-07,0.0
Finland,FIN,2020-10-08,0.0
Finland,FIN,2020-10-09,0.0
Finland,FIN,2020-10-10,0.0
Finland,FIN,2020-10-11,0.0
Finland,FIN,2020-10-12,0.0
Finland,FIN,2020-10-13,0.0
Finland,FIN,2020-10-14,4.0
Finland,FIN,2020-10-15,0.0
Finland,FIN,2020-10-16,1.0
Finland,FIN,2020-10-17,0.0
Finland,FIN,2020-10-18,0.0
Finland,FIN,2020-10-19,0.0
Finland,FIN,2020-10-20,0.0
Finland,FIN,2020-10-21,4.0
Finland,FIN,2020-10-22,0.0
Finland,FIN,2020-10-23,-2.0
Finland,FIN,2020-10-24,0.0
Finland,FIN,2020-10-25,0.0
Finland,FIN,2020-10-26,1.0
Finland,FIN,2020-10-27,0.0
Finland,FIN,2020-10-28,0.0
Finland,FIN,2020-10-29,0.0
Finland,FIN,2020-10-30,4.0
Finland,FIN,2020-10-31,0.0
Finland,FIN,2020-11-01,0.0
Finland,FIN,2020-11-02,1.0
Finland,FIN,2020-11-03,0.0
Finland,FIN,2020-11-04,2.0
Finland,FIN,2020-11-05,0.0
Finland,FIN,2020-11-06,1.0
Finland,FIN,2020-11-07,0.0
Finland,FIN,2020-11-08,0.0
Finland,FIN,2020-11-09,1.0
Finland,FIN,2020-11-10,0.0
Finland,FIN,2020-11-11,2.0
Finland,FIN,2020-11-12,0.0
Finland,FIN,2020-11-13,4.0
Finland,FIN,2020-11-14,0.0
Finland,FIN,2020-11-15,0.0
Finland,FIN,2020-11-16,2.0
Finland,FIN,2020-11-17,0.0
Finland,FIN,2020-11-18,3.0
Finland,FIN,2020-11-19,0.0
Finland,FIN,2020-11-20,1.0
Finland,FIN,2020-11-21,0.0
Finland,FIN,2020-11-22,0.0
Finland,FIN,2020-11-23,9.0
Finland,FIN,2020-11-24,0.0
Finland,FIN,2020-11-25,4.0
Finland,FIN,2020-11-26,0.0
Finland,FIN,2020-11-27,5.0
Finland,FIN,2020-11-28,0.0
Finland,FIN,2020-11-29,0.0
Finland,FIN,2020-11-30,6.0
Finland,FIN,2020-12-01,0.0
Finland,FIN,2020-12-02,9.0
Finland,FIN,2020-12-03,0.0
Finland,FIN,2020-12-04,0.0
Finland,FIN,2020-12-05,7.0
Finland,FIN,2020-12-06,0.0
Finland,FIN,2020-12-07,9.0
Finland,FIN,2020-12-08,0.0
Finland,FIN,2020-12-09,9.0
Finland,FIN,2020-12-10,9.0
Finland,FIN,2020-12-11,11.0
Finland,FIN,2020-12-12,0.0
Finland,FIN,2020-12-13,0.0
Finland,FIN,2020-12-14,8.0
Finland,FIN,2020-12-15,5.0
Finland,FIN,2020-12-16,6.0
Finland,FIN,2020-12-17,12.0
Finland,FIN,2020-12-18,5.0
Finland,FIN,2020-12-19,0.0
Finland,FIN,2020-12-20,0.0
Finland,FIN,2020-12-21,17.0
Finland,FIN,2020-12-22,5.0
Finland,FIN,2020-12-23,13.0
Finland,FIN,2020-12-24,0.0
Finland,FIN,2020-12-25,0.0
Finland,FIN,2020-12-26,0.0
Finland,FIN,2020-12-27,0.0
Finland,FIN,2020-12-28,22.0
Finland,FIN,2020-12-29,4.0
Finland,FIN,2020-12-30,6.0
Finland,FIN,2020-12-31,5.0
Finland,FIN,2021-01-01,0.0
Finland,FIN,2021-01-02,0.0
Finland,FIN,2021-01-03,0.0
Finland,FIN,2021-01-04,4.0
Finland,FIN,2021-01-05,11.0
Finland,FIN,2021-01-06,0.0
Finland,FIN,2021-01-07,8.0
Finland,FIN,2021-01-08,2.0
Finland,FIN,2021-01-09,0.0
Finland,FIN,2021-01-10,0.0
Finland,FIN,2021-01-11,11.0
Finland,FIN,2021-01-12,5.0
Finland,FIN,2021-01-13,0.0
Finland,FIN,2021-01-14,14.0
Finland,FIN,2021-01-15,2.0
Finland,FIN,2021-01-16,0.0
Finland,FIN,2021-01-17,0.0
Finland,FIN,2021-01-18,0.0
Finland,FIN,2021-01-19,3.0
Finland,FIN,2021-01-20,11.0
Finland,FIN,2021-01-21,0.0
Finland,FIN,2021-01-22,12.0
Finland,FIN,2021-01-23,0.0
Finland,FIN,2021-01-24,0.0
Finland,FIN,2021-01-25,11.0
Finland,FIN,2021-01-26,0.0
Finland,FIN,2021-01-27,5.0
Finland,FIN,2021-01-28,4.0
Finland,FIN,2021-01-29,7.0
Finland,FIN,2021-01-30,0.0
Finland,FIN,2021-01-31,0.0
Finland,FIN,2021-02-01,6.0
Finland,FIN,2021-02-02,7.0
Finland,FIN,2021-02-03,1.0
Finland,FIN,2021-02-04,3.0
Finland,FIN,2021-02-05,0.0
Finland,FIN,2021-02-06,0.0
Finland,FIN,2021-02-07,0.0
Finland,FIN,2021-02-08,0.0
Finland,FIN,2021-02-09,15.0
Finland,FIN,2021-02-10,0.0
Finland,FIN,2021-02-11,5.0
Finland,FIN,2021-02-12,2.0
Finland,FIN,2021-02-13,0.0
Finland,FIN,2021-02-14,0.0
Finland,FIN,2021-02-15,6.0
Finland,FIN,2021-02-16,4.0
Finland,FIN,2021-02-17,3.0
Finland,FIN,2021-02-18,2.0
Finland,FIN,2021-02-19,0.0
Finland,FIN,2021-02-20,1.0
Finland,FIN,2021-02-21,0.0
Finland,FIN,2021-02-22,7.0
Finland,FIN,2021-02-23,1.0
Finland,FIN,2021-02-24,3.0
Finland,FIN,2021-02-25,3.0
Finland,FIN,2021-02-26,2.0
Finland,FIN,2021-02-27,0.0
Finland,FIN,2021-02-28,0.0
Finland,FIN,2021-03-01,8.0
Finland,FIN,2021-03-02,5.0
Finland,FIN,2021-03-03,4.0
Finland,FIN,2021-03-04,5.0
Finland,FIN,2021-03-05,3.0
Finland,FIN,2021-03-06,0.0
Finland,FIN,2021-03-07,0.0
Finland,FIN,2021-03-08,7.0
Finland,FIN,2021-03-09,2.0
Finland,FIN,2021-03-10,0.0
Finland,FIN,2021-03-11,0.0
Finland,FIN,2021-03-12,10.0
Finland,FIN,2021-03-13,0.0
Finland,FIN,2021-03-14,0.0
France,FRA,2020-01-24,0.0
France,FRA,2020-01-25,0.0
France,FRA,2020-01-26,0.0
France,FRA,2020-01-27,0.0
France,FRA,2020-01-28,0.0
France,FRA,2020-01-29,0.0
France,FRA,2020-01-30,0.0
France,FRA,2020-01-31,0.0
France,FRA,2020-02-01,0.0
France,FRA,2020-02-02,0.0
France,FRA,2020-02-03,0.0
France,FRA,2020-02-04,0.0
France,FRA,2020-02-05,0.0
France,FRA,2020-02-06,0.0
France,FRA,2020-02-07,0.0
France,FRA,2020-02-08,0.0
France,FRA,2020-02-09,0.0
France,FRA,2020-02-10,0.0
France,FRA,2020-02-11,0.0
France,FRA,2020-02-12,0.0
France,FRA,2020-02-13,0.0
France,FRA,2020-02-14,0.0
France,FRA,2020-02-15,1.0
France,FRA,2020-02-16,0.0
France,FRA,2020-02-17,0.0
France,FRA,2020-02-18,0.0
France,FRA,2020-02-19,0.0
France,FRA,2020-02-20,0.0
France,FRA,2020-02-21,0.0
France,FRA,2020-02-22,0.0
France,FRA,2020-02-23,0.0
France,FRA,2020-02-24,0.0
France,FRA,2020-02-25,0.0
France,FRA,2020-02-26,1.0
France,FRA,2020-02-27,0.0
France,FRA,2020-02-28,0.0
France,FRA,2020-02-29,0.0
France,FRA,2020-03-01,0.0
France,FRA,2020-03-02,1.0
France,FRA,2020-03-03,1.0
France,FRA,2020-03-04,0.0
France,FRA,2020-03-05,3.0
France,FRA,2020-03-06,2.0
France,FRA,2020-03-07,7.0
France,FRA,2020-03-08,3.0
France,FRA,2020-03-09,6.0
France,FRA,2020-03-10,8.0
France,FRA,2020-03-11,15.0
France,FRA,2020-03-12,0.0
France,FRA,2020-03-13,31.0
France,FRA,2020-03-14,12.0
France,FRA,2020-03-15,0.0
France,FRA,2020-03-16,58.0
France,FRA,2020-03-17,0.0
France,FRA,2020-03-18,0.0
France,FRA,2020-03-19,95.0
France,FRA,2020-03-20,207.0
France,FRA,2020-03-21,112.0
France,FRA,2020-03-22,113.0
France,FRA,2020-03-23,186.0
France,FRA,2020-03-24,240.0
France,FRA,2020-03-25,231.0
France,FRA,2020-03-26,364.0
France,FRA,2020-03-27,299.0
France,FRA,2020-03-28,318.0
France,FRA,2020-03-29,294.0
France,FRA,2020-03-30,418.0
France,FRA,2020-03-31,500.0
France,FRA,2020-04-01,1252.0
France,FRA,2020-04-02,609.0
France,FRA,2020-04-03,1122.0
France,FRA,2020-04-04,1053.0
France,FRA,2020-04-05,519.0
France,FRA,2020-04-06,833.0
France,FRA,2020-04-07,1416.0
France,FRA,2020-04-08,544.0
France,FRA,2020-04-09,1340.0
France,FRA,2020-04-10,985.0
France,FRA,2020-04-11,636.0
France,FRA,2020-04-12,561.0
France,FRA,2020-04-13,573.0
France,FRA,2020-04-14,743.0
France,FRA,2020-04-15,1438.0
France,FRA,2020-04-16,753.0
France,FRA,2020-04-17,761.0
France,FRA,2020-04-18,641.0
France,FRA,2020-04-19,389.0
France,FRA,2020-04-20,547.0
France,FRA,2020-04-21,528.0
France,FRA,2020-04-22,544.0
France,FRA,2020-04-23,516.0
France,FRA,2020-04-24,390.0
France,FRA,2020-04-25,369.0
France,FRA,2020-04-26,242.0
France,FRA,2020-04-27,437.0
France,FRA,2020-04-28,367.0
France,FRA,2020-04-29,426.0
France,FRA,2020-04-30,289.0
France,FRA,2020-05-01,217.0
France,FRA,2020-05-02,197.0
France,FRA,2020-05-03,135.0
France,FRA,2020-05-04,306.0
France,FRA,2020-05-05,333.0
France,FRA,2020-05-06,275.0
France,FRA,2020-05-07,179.0
France,FRA,2020-05-08,242.0
France,FRA,2020-05-09,80.0
France,FRA,2020-05-10,70.0
France,FRA,2020-05-11,263.0
France,FRA,2020-05-12,348.0
France,FRA,2020-05-13,85.0
France,FRA,2020-05-14,351.0
France,FRA,2020-05-15,102.0
France,FRA,2020-05-16,98.0
France,FRA,2020-05-17,483.0
France,FRA,2020-05-18,129.0
France,FRA,2020-05-19,-217.0
France,FRA,2020-05-20,111.0
France,FRA,2020-05-21,82.0
France,FRA,2020-05-22,148.0
France,FRA,2020-05-23,86.0
France,FRA,2020-05-24,-80.0
France,FRA,2020-05-25,89.0
France,FRA,2020-05-26,137.0
France,FRA,2020-05-27,1.0
France,FRA,2020-05-28,67.0
France,FRA,2020-05-29,51.0
France,FRA,2020-05-30,57.0
France,FRA,2020-05-31,31.0
France,FRA,2020-06-01,32.0
France,FRA,2020-06-02,106.0
France,FRA,2020-06-03,81.0
France,FRA,2020-06-04,45.0
France,FRA,2020-06-05,45.0
France,FRA,2020-06-06,31.0
France,FRA,2020-06-07,13.0
France,FRA,2020-06-08,55.0
France,FRA,2020-06-09,88.0
France,FRA,2020-06-10,21.0
France,FRA,2020-06-11,27.0
France,FRA,2020-06-12,28.0
France,FRA,2020-06-13,24.0
France,FRA,2020-06-14,10.0
France,FRA,2020-06-15,28.0
France,FRA,2020-06-16,114.0
France,FRA,2020-06-17,25.0
France,FRA,2020-06-18,28.0
France,FRA,2020-06-19,14.0
France,FRA,2020-06-20,18.0
France,FRA,2020-06-21,6.0
France,FRA,2020-06-22,24.0
France,FRA,2020-06-23,54.0
France,FRA,2020-06-24,13.0
France,FRA,2020-06-25,19.0
France,FRA,2020-06-26,26.0
France,FRA,2020-06-27,1.0
France,FRA,2020-06-28,0.0
France,FRA,2020-06-29,35.0
France,FRA,2020-06-30,30.0
France,FRA,2020-07-01,19.0
France,FRA,2020-07-02,13.0
France,FRA,2020-07-03,18.0
France,FRA,2020-07-04,0.0
France,FRA,2020-07-05,-1.0
France,FRA,2020-07-06,30.0
France,FRA,2020-07-07,11.0
France,FRA,2020-07-08,31.0
France,FRA,2020-07-09,16.0
France,FRA,2020-07-10,26.0
France,FRA,2020-07-11,3.0
France,FRA,2020-07-12,0.0
France,FRA,2020-07-13,23.0
France,FRA,2020-07-14,2.0
France,FRA,2020-07-15,88.0
France,FRA,2020-07-16,17.0
France,FRA,2020-07-17,13.0
France,FRA,2020-07-18,3.0
France,FRA,2020-07-19,0.0
France,FRA,2020-07-20,24.0
France,FRA,2020-07-21,-13.0
France,FRA,2020-07-22,6.0
France,FRA,2020-07-23,11.0
France,FRA,2020-07-24,10.0
France,FRA,2020-07-25,0.0
France,FRA,2020-07-26,0.0
France,FRA,2020-07-27,18.0
France,FRA,2020-07-28,13.0
France,FRA,2020-07-29,14.0
France,FRA,2020-07-30,16.0
France,FRA,2020-07-31,11.0
France,FRA,2020-08-01,0.0
France,FRA,2020-08-02,0.0
France,FRA,2020-08-03,30.0
France,FRA,2020-08-04,2.0
France,FRA,2020-08-05,11.0
France,FRA,2020-08-06,4.0
France,FRA,2020-08-07,13.0
France,FRA,2020-08-08,1.0
France,FRA,2020-08-09,0.0
France,FRA,2020-08-10,15.0
France,FRA,2020-08-11,14.0
France,FRA,2020-08-12,18.0
France,FRA,2020-08-13,17.0
France,FRA,2020-08-14,19.0
France,FRA,2020-08-15,1.0
France,FRA,2020-08-16,1.0
France,FRA,2020-08-17,20.0
France,FRA,2020-08-18,22.0
France,FRA,2020-08-19,18.0
France,FRA,2020-08-20,11.0
France,FRA,2020-08-21,24.0
France,FRA,2020-08-22,9.0
France,FRA,2020-08-23,0.0
France,FRA,2020-08-24,16.0
France,FRA,2020-08-25,19.0
France,FRA,2020-08-26,0.0
France,FRA,2020-08-27,35.0
France,FRA,2020-08-28,18.0
France,FRA,2020-08-29,6.0
France,FRA,2020-08-30,3.0
France,FRA,2020-08-31,31.0
France,FRA,2020-09-01,27.0
France,FRA,2020-09-02,27.0
France,FRA,2020-09-03,17.0
France,FRA,2020-09-04,-21.0
France,FRA,2020-09-05,12.0
France,FRA,2020-09-06,4.0
France,FRA,2020-09-07,23.0
France,FRA,2020-09-08,38.0
France,FRA,2020-09-09,32.0
France,FRA,2020-09-10,19.0
France,FRA,2020-09-11,82.0
France,FRA,2020-09-12,18.0
France,FRA,2020-09-13,5.0
France,FRA,2020-09-14,34.0
France,FRA,2020-09-15,50.0
France,FRA,2020-09-16,48.0
France,FRA,2020-09-17,47.0
France,FRA,2020-09-18,154.0
France,FRA,2020-09-19,25.0
France,FRA,2020-09-20,11.0
France,FRA,2020-09-21,53.0
